person_id,tripnum,same_dest_as_prior,dest_purpose,depart_time_timestamp,arrival_time_timestamp,mode_1,distance_miles,speed_mph
2500025601,1,FALSE,Went to primary workplace,2025-05-05 04:45:00.0000000,2025-05-05 05:30:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",20.4072422035562,27.209656271408267
2500025601,2,FALSE,Went home,2025-05-05 14:00:00.0000000,2025-05-05 14:45:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",20.4072422035562,27.209656271408267
2500025601,3,TRUE,Went home,2025-05-05 15:50:00.0000000,2025-05-05 16:00:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",0,0
2500062901,1,FALSE,Grocery shopping,2025-03-17 11:00:00.0000000,2025-03-17 11:10:00.0000000,Household vehicle (or motorcycle),2.81778101664821,16.906753726904167
2500062901,2,TRUE,Went to restaurant to eat/get take-out,2025-03-17 11:30:00.0000000,2025-03-17 11:31:00.0000000,Household vehicle (or motorcycle),0,0
2500062901,3,FALSE,Went home,2025-03-17 11:45:00.0000000,2025-03-17 11:55:00.0000000,Household vehicle (or motorcycle),2.81778101664821,16.906753726904167
2500094403,1,FALSE,"Went to another residence (e.g., someone else's home, second home)",2025-04-09 08:20:00.0000000,2025-04-09 09:30:00.0000000,Ferry or water taxi,7.85568496520684,6.733448103576208
2500094403,2,TRUE,"Went to another residence (e.g., someone else's home, second home)",2025-04-09 09:45:00.0000000,2025-04-09 11:25:00.0000000,Ferry or water taxi,0,0
2500094403,3,FALSE,Went home,2025-04-09 11:30:00.0000000,2025-04-09 12:50:00.0000000,Ferry or water taxi,7.85568496520684,5.891765196846428
2500094403,4,FALSE,Went to restaurant to eat/get take-out,2025-04-09 16:19:00.0000000,2025-04-09 16:20:00.0000000,Household vehicle (or motorcycle),0.829371649156736,49.764289520984995
2500094403,5,FALSE,Went home,2025-04-09 19:00:00.0000000,2025-04-09 19:20:00.0000000,Household vehicle (or motorcycle),0.829371649156736,2.4881174355876436
2500365502,1,FALSE,"Accompany someone only (e.g., go along for the ride)",2025-03-12 04:30:00.0000000,2025-03-12 05:30:00.0000000,Household vehicle (or motorcycle),37.7752697600358,37.7752697600358
2500365502,2,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 05:30:00.0000000,2025-03-12 06:00:00.0000000,Bus (public transit),4.50259157909587,9.00518315819174
2500365502,3,FALSE,Went to primary workplace,2025-03-12 06:00:00.0000000,2025-03-12 06:30:00.0000000,Bus (public transit),1,2
2500365502,4,TRUE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 14:30:00.0000000,2025-03-12 15:00:00.0000000,Bus (public transit),0.935475750548876,1.870951501097752
2500365502,5,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 01:00:00.0000000,2025-03-13 01:30:00.0000000,Bus (public transit),1.18523400455705,2.3704680091141
2500365502,6,FALSE,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-13 05:45:00.0000000,2025-03-13 06:00:00.0000000,Walk (or jog/wheelchair),0.422922689979566,1.691690759918264
2500365502,7,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 14:30:00.0000000,2025-03-13 15:00:00.0000000,Bus (public transit),0.960524630173067,1.921049260346134
2500365502,8,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 01:00:00.0000000,2025-03-14 01:30:00.0000000,Bus (public transit),1.18523400455705,2.3704680091141
2500365502,9,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 06:30:00.0000000,2025-03-14 07:20:00.0000000,Bus (public transit),2.98913552801519,3.586964068403855
2500365502,10,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 08:00:00.0000000,2025-03-14 08:30:00.0000000,Bus (public transit),2.98913552801519,5.97827105603038
2500365502,11,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 14:30:00.0000000,2025-03-14 15:00:00.0000000,Bus (public transit),1.25384951305521,2.50769902611042
2500365502,12,FALSE,Went home,2025-03-15 01:00:00.0000000,2025-03-15 01:45:00.0000000,Household vehicle (or motorcycle),32.3585384423559,43.1447179231412
2500365502,13,FALSE,Not imputable,2025-03-17 04:26:00.0000000,2025-03-17 05:50:00.0000000,Missing Response,48.50366051242099,34.64547179458643
2500365502,14,FALSE,Not imputable,2025-03-17 11:47:00.0000000,2025-03-17 11:59:00.0000000,Missing Response,0.430605813596895,2.1530290679844746
2500365502,15,FALSE,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-17 12:18:00.0000000,2025-03-17 12:22:00.0000000,Missing Response,0.150492424345869,2.2574089392774277
2500365502,16,FALSE,Went to restaurant to eat/get take-out,2025-03-17 14:24:00.0000000,2025-03-17 14:27:00.0000000,Missing Response,0.118871646327653,2.37743292655306
2500365502,17,FALSE,Went to primary workplace,2025-03-17 14:32:00.0000000,2025-03-17 14:48:00.0000000,Missing Response,1.19795643318771,4.49234785532355
2500365502,18,FALSE,Went to primary workplace,2025-03-18 00:53:00.0000000,2025-03-18 00:57:00.0000000,Missing Response,0.158762381414168,2.381459535807878
2500365502,19,FALSE,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-18 01:10:00.0000000,2025-03-18 01:19:00.0000000,Missing Response,1.55518087944088,10.367872529605867
2500365502,20,FALSE,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-18 05:38:00.0000000,2025-03-18 05:50:00.0000000,Missing Response,0.560072397865822,2.80036198932911
2500365502,21,FALSE,Not imputable,2025-03-18 09:33:00.0000000,2025-03-18 09:39:00.0000000,Missing Response,0.193621657804942,1.93621657804942
2500365502,22,FALSE,Not imputable,2025-03-18 11:32:00.0000000,2025-03-18 11:39:00.0000000,Missing Response,0.24308388454466,2.0835880594574254
2500365502,23,FALSE,Not imputable,2025-03-18 12:14:00.0000000,2025-03-18 12:22:00.0000000,Missing Response,0.274654454106701,2.059913555584146
2500365502,24,FALSE,Went to primary workplace,2025-03-18 14:22:00.0000000,2025-03-18 14:44:00.0000000,Missing Response,1.36660323612527,3.7271065114443935
2500414601,1,FALSE,Drop someone off,2025-03-13 08:30:00.0000000,2025-03-13 08:35:00.0000000,Household vehicle (or motorcycle),0.335746820174656,4.028977958007704
