person_id,tripnum,dest_purpose,depart_time_timestamp,arrival_time_timestamp,mode_1,mode_2,mode_3,mode_4,distance_miles,speed_mph
2500233901,10,Went home,2025-03-23 18:51:00.0000000,2025-03-23 19:04:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,4.09102314463552,18.881703380482033
2500233901,11,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-24 05:09:00.0000000,2025-03-24 06:14:00.0000000,Household vehicle (or motorcycle),Missing Response,"Rail (e.g., train, subway)",Missing Response,38.798932604284786,35.81441034685068
2500233901,12,Went to primary workplace,2025-03-24 06:14:00.0000000,2025-03-24 06:28:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.440078720393153,1.8860543531911602
2500233901,13,"Other activity only (e.g., attend meeting, pick-up or drop-off item)",2025-03-24 15:00:00.0000000,2025-03-24 15:13:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.501437206196354,2.314332688083751
2500233901,14,Grocery shopping,2025-03-24 15:13:00.0000000,2025-03-24 16:21:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,38.176503807929684,33.685160326161586
2500233901,15,Went home,2025-03-24 16:32:00.0000000,2025-03-24 16:36:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,1.36254269689632,20.438344836893165
2500233901,16,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-25 05:05:00.0000000,2025-03-25 05:28:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,17.0458143644825,44.467380487676515
2500233901,17,Went to primary workplace,2025-03-25 05:43:00.0000000,2025-03-25 06:25:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,21.970225250430104,31.38603607204301
2500233901,18,"Other activity only (e.g., attend meeting, pick-up or drop-off item)",2025-03-25 14:58:00.0000000,2025-03-25 15:09:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.489017548205214,2.6673732945253392
2500233901,19,Went home,2025-03-25 15:15:00.0000000,2025-03-25 16:26:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,39.40311306764807,33.29841478911521
2500233901,20,Religious/civic/volunteer activity,2025-03-25 17:55:00.0000000,2025-03-25 18:04:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,4.06528348160916,27.1018898773944
2500233901,21,Went home,2025-03-25 19:22:00.0000000,2025-03-25 19:30:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,4.04108754667456,30.308232370640123
2500233901,22,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-26 05:06:00.0000000,2025-03-26 05:34:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,17.1606944962077,36.77296931040123
2500233901,23,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-26 05:44:00.0000000,2025-03-26 06:31:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,22.00396486232681,28.090179862621405
2500233901,24,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-26 15:00:00.0000000,2025-03-26 15:11:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.481158808851344,2.6245073655661773
2500233901,25,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-26 15:16:00.0000000,2025-03-26 15:45:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,21.5789756378469,44.64618728257102
2500233901,26,Went home,2025-03-26 15:45:00.0000000,2025-03-26 16:21:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,17.9857322836029,29.9762204726715
2500233901,27,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-27 05:08:00.0000000,2025-03-27 05:34:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,17.9717858587325,41.47338388429337
2500233901,28,Went to primary workplace,2025-03-27 05:43:00.0000000,2025-03-27 06:33:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,22.005449515225614,26.40654998089073
2500233901,29,Grocery shopping,2025-03-27 11:18:00.0000000,2025-03-27 11:29:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.519819658926306,2.8353851130255108
2500233901,30,Went to primary workplace,2025-03-27 11:45:00.0000000,2025-03-27 11:58:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.409905437849499,1.8918770727732963
2500233901,31,Went to primary workplace,2025-03-27 12:07:00.0000000,2025-03-27 12:09:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.0877545703085095,2.632663435889644
2500233901,32,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-27 14:58:00.0000000,2025-03-27 15:07:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.436511003582398,2.910073357215987
2500233901,33,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-27 15:15:00.0000000,2025-03-27 15:34:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,13.154128961456843,41.53944206658385
2500233901,34,Went home,2025-03-27 15:42:00.0000000,2025-03-27 16:37:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,26.556245962560673,28.97047121040889
2500233901,35,Went to restaurant to eat/get take-out,2025-03-28 11:36:00.0000000,2025-03-28 11:44:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,3.81751256725459,28.631415832949006
2500233901,36,Went home,2025-03-28 12:39:00.0000000,2025-03-28 12:47:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,3.88694077993303,29.152128729819548
2500233901,37,Religious/civic/volunteer activity,2025-03-28 17:58:00.0000000,2025-03-28 18:05:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,3.63158702056043,31.12806662232724
2500233901,38,Went home,2025-03-28 20:38:00.0000000,2025-03-28 20:44:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,3.58549783283705,35.8549783283705
2500233901,39,Religious/civic/volunteer activity,2025-03-29 16:30:00.0000000,2025-03-29 16:40:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,2.42748019709239,14.56493944231211
2500233901,40,Got gas,2025-03-29 17:10:00.0000000,2025-03-29 17:26:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,7.15744655775572,26.84049169281318
2500233901,41,"Other shopping (e.g., mall, pet store)",2025-03-29 17:30:00.0000000,2025-03-29 17:31:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,0.381988544219087,22.920229462323714
2500233901,42,Grocery shopping,2025-03-29 17:38:00.0000000,2025-03-29 17:48:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,0.82430480049021,4.945848586335606
2500233901,43,Went to restaurant to eat/get take-out,2025-03-29 18:02:00.0000000,2025-03-29 18:14:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,0.487667896477284,2.4383394823864197
2500233901,44,Went home,2025-03-29 18:59:00.0000000,2025-03-29 19:11:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,6.62360732466222,33.1180366233111
2500249401,1,"Recreational event (e.g., movies, sporting event)",2025-03-19 10:15:00.0000000,2025-03-19 10:30:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,7.38882684462101,29.55530737848404
2500249401,2,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-19 10:43:00.0000000,2025-03-19 11:27:00.0000000,"Rail (e.g., train, subway)",Household vehicle (or motorcycle),Walk (or jog/wheelchair),Missing Response,27.7315914295225,37.81582368381417
2500249401,3,"Other shopping (e.g., mall, pet store)",2025-03-19 14:35:00.0000000,2025-03-19 15:20:00.0000000,"Rail (e.g., train, subway)",Walk (or jog/wheelchair),Missing Response,Missing Response,27.952970505377724,37.27062734050363
2500249401,4,Went home,2025-03-19 15:45:00.0000000,2025-03-19 16:10:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,7.4882017573671,17.971712972421795
2500249402,1,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-19 10:15:00.0000000,2025-03-19 11:27:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,35.12041827414351,29.267015228452927
2500249402,2,"Other shopping (e.g., mall, pet store)",2025-03-19 14:35:00.0000000,2025-03-19 15:20:00.0000000,"Rail (e.g., train, subway)",Walk (or jog/wheelchair),Missing Response,Missing Response,27.952970505377724,37.27062734050363
2500249402,3,Went home,2025-03-19 15:45:00.0000000,2025-03-19 16:10:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,7.4882017573671,17.971712972421795
2500365502,1,"Accompany someone only (e.g., go along for the ride)",2025-03-12 04:30:00.0000000,2025-03-12 05:30:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,37.7752697600358,37.7752697600358
2500365502,2,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 05:30:00.0000000,2025-03-12 06:00:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,4.50259157909587,9.00518315819174
2500365502,3,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 14:30:00.0000000,2025-03-12 15:00:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,0.935475750548876,1.870951501097752
2500365502,4,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 01:00:00.0000000,2025-03-13 01:30:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,1.18523400455705,2.3704680091141
2500365502,5,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-13 05:45:00.0000000,2025-03-13 06:00:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.422922689979566,1.691690759918264
2500365502,6,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 14:30:00.0000000,2025-03-13 15:00:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,0.960524630173067,1.921049260346134
2500365502,7,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 01:00:00.0000000,2025-03-14 01:30:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,1.18523400455705,2.3704680091141
2500365502,8,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 06:30:00.0000000,2025-03-14 07:20:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,2.98913552801519,3.586964068403855
2500365502,9,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 08:00:00.0000000,2025-03-14 08:30:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,2.98913552801519,5.97827105603038
2500365502,10,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-14 14:30:00.0000000,2025-03-14 15:00:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,1.25384951305521,2.50769902611042
2500365502,11,Went home,2025-03-15 01:00:00.0000000,2025-03-15 01:45:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,32.3585384423559,43.1447179231412
2500365502,12,Not imputable,2025-03-17 04:26:00.0000000,2025-03-17 05:50:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,48.50366051242099,34.64547179458643
2500365502,13,Not imputable,2025-03-17 11:47:00.0000000,2025-03-17 11:59:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.430605813596895,2.1530290679844746
2500365502,14,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-17 12:18:00.0000000,2025-03-17 12:22:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.150492424345869,2.2574089392774277
2500365502,15,Went to restaurant to eat/get take-out,2025-03-17 14:24:00.0000000,2025-03-17 14:27:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.118871646327653,2.37743292655306
2500365502,16,Went to primary workplace,2025-03-17 14:32:00.0000000,2025-03-17 14:48:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,1.19795643318771,4.49234785532355
2500365502,17,Went to primary workplace,2025-03-18 00:53:00.0000000,2025-03-18 00:57:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.158762381414168,2.381459535807878
2500365502,18,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-18 01:10:00.0000000,2025-03-18 01:19:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,1.55518087944088,10.367872529605867
2500365502,19,"Went to work-related activity (e.g., meeting, delivery, worksite)",2025-03-18 05:38:00.0000000,2025-03-18 05:50:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.560072397865822,2.80036198932911
2500365502,20,Not imputable,2025-03-18 09:33:00.0000000,2025-03-18 09:39:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.193621657804942,1.93621657804942
2500365502,21,Not imputable,2025-03-18 11:32:00.0000000,2025-03-18 11:39:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.24308388454466,2.0835880594574254
2500365502,22,Not imputable,2025-03-18 12:14:00.0000000,2025-03-18 12:22:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.274654454106701,2.059913555584146
2500365502,23,Went to primary workplace,2025-03-18 14:22:00.0000000,2025-03-18 14:44:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,1.36660323612527,3.7271065114443935
2500365503,1,"Accompany someone only (e.g., go along for the ride)",2025-03-12 04:23:00.0000000,2025-03-12 05:13:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,43.2220322755553,51.86645947725015
2500365503,2,"Attend other education-related activity (e.g., field trip)",2025-03-12 05:51:00.0000000,2025-03-12 06:07:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.79360386044378,2.9760219167189663
2500365503,3,Attend K-12 school,2025-03-12 07:19:00.0000000,2025-03-12 07:26:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.860876571029572,7.378984203020349
2500365503,4,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 12:14:00.0000000,2025-03-12 12:38:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,1.01682534281348,2.5420633570336997
2500365503,5,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 12:45:00.0000000,2025-03-12 13:05:00.0000000,"Rail (e.g., train, subway)",Missing Response,Missing Response,Missing Response,4.3277671148393,12.983314327832229
2500365503,6,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 13:29:00.0000000,2025-03-12 13:40:00.0000000,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)",Missing Response,Missing Response,Missing Response,6.94113684048665,37.86081524050035
2500365503,7,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 13:45:00.0000000,2025-03-12 14:16:00.0000000,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)",Missing Response,Missing Response,Missing Response,30.3308047997291,58.70485923155211
2500365503,8,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 14:16:00.0000000,2025-03-12 14:19:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,0.199250309310458,3.98500618620916
2500365503,9,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-12 14:32:00.0000000,2025-03-12 14:54:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,4.21886023721953,11.506003385150327
2500365503,10,Went home,2025-03-12 14:54:00.0000000,2025-03-12 15:10:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.870737645752068,3.265274334756092
2500365503,11,"Accompany someone only (e.g., go along for the ride)",2025-03-13 04:30:00.0000000,2025-03-13 05:31:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,43.7123193736654,42.995752168032965
2500365503,12,"Attend other education-related activity (e.g., field trip)",2025-03-13 05:50:00.0000000,2025-03-13 06:07:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.859430068940748,3.0332861648334224
2500365503,13,Attend K-12 school,2025-03-13 07:17:00.0000000,2025-03-13 07:33:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.671289098478914,2.517340412646959
2500365503,14,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 14:40:00.0000000,2025-03-13 15:32:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,8.88879650204102,10.256311545671595
2500365503,15,Went home,2025-03-13 16:30:00.0000000,2025-03-13 18:10:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,41.29436318244162,24.7766278201161
2500365503,16,"Accompany someone only (e.g., go along for the ride)",2025-03-14 04:24:00.0000000,2025-03-14 05:16:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,43.7193416411782,50.44543300553869
2500365503,17,"Attend other education-related activity (e.g., field trip)",2025-03-14 06:52:00.0000000,2025-03-14 07:22:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,1.21954087041651,2.43908174083302
2500365503,18,Went to primary workplace,2025-03-14 12:52:00.0000000,2025-03-14 14:00:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,2.3390822807036913,2.063896737061121
2500365503,19,"Accompany someone only (e.g., go along for the ride)",2025-03-14 21:53:00.0000000,2025-03-14 22:13:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,6.64014294386583,19.92044875204624
2500365503,20,Went home,2025-03-15 01:00:00.0000000,2025-03-15 01:42:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,38.4769525233419,54.96707503334557
2500365503,21,Got gas,2025-03-15 16:17:00.0000000,2025-03-15 16:28:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",Missing Response,Missing Response,Missing Response,4.12844941021073,22.51885590816018
2500365503,22,Grocery shopping,2025-03-15 16:32:00.0000000,2025-03-15 16:53:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,3.81631248588067,10.903749959659057
2500365503,23,Went home,2025-03-15 17:07:00.0000000,2025-03-15 17:09:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,0.81947124940715,24.58438332604776
2500365503,24,"Accompany someone only (e.g., go along for the ride)",2025-03-17 04:20:00.0000000,2025-03-17 05:25:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,37.7676254610227,34.86243422938533
2500365503,25,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-17 16:59:20.0000000,2025-03-17 17:50:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,39.7,47.013182638517186
2500365503,26,"Accompany someone only (e.g., go along for the ride)",2025-03-18 04:30:00.0000000,2025-03-18 05:20:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,43.0380951768524,51.64573487051683
2500365503,27,"Attend other education-related activity (e.g., field trip)",2025-03-18 05:52:00.0000000,2025-03-18 06:09:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.814761383072249,2.87563179393946
2500365503,28,Attend K-12 school,2025-03-18 07:19:00.0000000,2025-03-18 07:36:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.754049200887223,2.66135325178226
2500365503,29,Went to restaurant to eat/get take-out,2025-03-18 12:12:00.0000000,2025-03-18 12:16:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",Missing Response,Missing Response,Missing Response,1.06917357095413,16.03776394195137
2500365503,30,Went to primary workplace,2025-03-18 12:29:00.0000000,2025-03-18 12:43:00.0000000,"Other vehicle (e.g., friend's car, rental, carshare, work car)",Missing Response,Missing Response,Missing Response,3.72033588705325,15.944319436398837
2500365503,31,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-18 19:04:00.0000000,2025-03-18 19:20:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,2.117816321262827,7.941831059313249
2500365503,32,Went home,2025-03-18 21:01:00.0000000,2025-03-18 21:55:00.0000000,Household vehicle (or motorcycle),Missing Response,Missing Response,Missing Response,43.2857448764846,48.09527208498289
2500685403,1,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-25 07:50:00.0000000,2025-03-25 08:15:00.0000000,Bus (public transit),Missing Response,Missing Response,Missing Response,3.37007465180725,8.088192105444769
2500685403,2,Went home,2025-03-25 16:00:00.0000000,2025-03-25 16:30:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,3.37007465180725,6.7401493036145
2500725701,1,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-17 13:00:00.0000000,2025-03-17 13:30:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,3.39662116262714,6.79324232525428
2500725701,2,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-17 13:45:00.0000000,2025-03-17 13:50:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.357260664551992,4.287145123204397
2500725701,3,Went home,2025-03-17 14:00:00.0000000,2025-03-17 14:30:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,3.7524773213672,7.5049546427344
2501172902,1,"Changed or transferred mode (e.g., change from ferry to bus)",2025-03-13 13:25:00.0000000,2025-03-13 13:55:00.0000000,"Rail (e.g., train, subway)",Walk (or jog/wheelchair),Missing Response,Missing Response,2.55379638236414,5.10759276472828
2501172902,2,Went home,2025-03-13 14:50:00.0000000,2025-03-13 15:20:00.0000000,"Rail (e.g., train, subway)",Walk (or jog/wheelchair),Missing Response,Missing Response,2.55379638236414,5.10759276472828
2501235401,1,Religious/civic/volunteer activity,2025-04-12 08:58:00.0000000,2025-04-12 09:20:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,1.01399701425526,2.7654514306078553
2501235401,2,"Went to another residence (e.g., someone else's home, second home)",2025-04-12 10:01:00.0000000,2025-04-12 10:22:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,0.753833551468063,2.1538101470516087
2501235401,3,Grocery shopping,2025-04-12 12:23:00.0000000,2025-04-12 13:32:00.0000000,Walk (or jog/wheelchair),Missing Response,Missing Response,Missing Response,8.608167931086612,7.485363418336185
2501235401,4,Grocery shopping,2025-04-12 13:47:00.0000000,2025-04-12 14:40:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,9.035888877871935,10.22931202374635
2501235401,5,Went home,2025-04-12 14:40:00.0000000,2025-04-12 15:25:00.0000000,Missing Response,Missing Response,Missing Response,Missing Response,1.9328715204964282,2.577162027328571
2501235401,6,"Changed or transferred mode (e.g., change from ferry to bus)",2025-04-13 07:33:00.0000000,2025-04-13 07:44:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,1.04650862992801,5.708239269133271
2501235401,7,Went home,2025-04-13 09:14:00.0000000,2025-04-13 09:44:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,1.03267611012093,2.06535222024186
2501235401,8,"Changed or transferred mode (e.g., change from ferry to bus)",2025-04-14 08:43:00.0000000,2025-04-14 09:27:00.0000000,Bus (public transit),Walk (or jog/wheelchair),Missing Response,Missing Response,5.1864785021333,7.072473899488091
